43659;Southeast;North America;US;CARGO TRANSPORT 5;26;1120.2741;23153.2339
43660;Southeast;North America;US;CARGO TRANSPORT 5;2;685.7074;1457.3288
43661;Canada;North America;CA;CARGO TRANSPORT 5;38;883.0531;36865.8012
43662;Canada;North America;CA;CARGO TRANSPORT 5;54;619.8741;32474.9324
43663;Southwest;North America;US;CARGO TRANSPORT 5;1;486.7066;472.3108
43664;Northwest;North America;US;CARGO TRANSPORT 5;14;1438.4663;27510.4109
43665;Northwest;North America;US;CARGO TRANSPORT 5;20;957.9515;16158.6961
43666;Southwest;North America;US;CARGO TRANSPORT 5;7;811.3769;5694.8564
43667;Central;North America;US;CARGO TRANSPORT 5;6;1427.9348;6876.3649
43668;Canada;North America;CA;CARGO TRANSPORT 5;93;417.7345;40487.7233
43669;Northwest;North America;US;CARGO TRANSPORT 5;1;739.041;807.2585
43670;Central;North America;US;CARGO TRANSPORT 5;6;954.2603;6893.2549
43671;Northwest;North America;US;CARGO TRANSPORT 5;17;532.3752;9153.6054
43672;Canada;North America;CA;CARGO TRANSPORT 5;9;1271.215;6895.41
43673;Northeast;North America;US;CARGO TRANSPORT 5;20;256.4803;4216.0258
43674;Canada;North America;CA;CARGO TRANSPORT 5;3;884.7083;2955.0542
43675;Central;North America;US;CARGO TRANSPORT 5;22;335.4491;6434.0848
43676;Southeast;North America;US;CARGO TRANSPORT 5;12;1140.2151;15992.7446
43677;Canada;North America;CA;CARGO TRANSPORT 5;24;512.1901;8773.681
43678;Southwest;North America;US;CARGO TRANSPORT 5;35;369.8216;11036.3964
43679;Canada;North America;CA;CARGO TRANSPORT 5;5;337.3018;1481.1742
43680;Southwest;North America;US;CARGO TRANSPORT 5;30;436.7433;12832.9009
43681;Southeast;North America;US;CARGO TRANSPORT 5;44;387.6592;15524.0686
43682;Northeast;North America;US;CARGO TRANSPORT 5;8;476.664;4363.7107
43683;Northwest;North America;US;CARGO TRANSPORT 5;38;1032.07;48204.0662
43684;Southeast;North America;US;CARGO TRANSPORT 5;9;619.3738;6301.6258
43685;Southeast;North America;US;CARGO TRANSPORT 5;6;511.3196;3082.0191
43686;Northwest;North America;US;CARGO TRANSPORT 5;5;619.3738;3899.6756
43687;Northeast;North America;US;CARGO TRANSPORT 5;3;486.7066;1416.9322
43688;Northeast;North America;US;CARGO TRANSPORT 5;20;632.1075;14323.1194
43689;Southwest;North America;US;CARGO TRANSPORT 5;66;613.6709;38291.2063
43690;Central;North America;US;CARGO TRANSPORT 5;6;254.7069;1460.6061
43691;Southwest;North America;US;CARGO TRANSPORT 5;1;884.7083;985.018
43692;Southwest;North America;US;CARGO TRANSPORT 5;98;420.0772;43362.4196
43693;Southeast;North America;US;CARGO TRANSPORT 5;23;1151.2867;23126.45
43694;Southeast;North America;US;CARGO TRANSPORT 5;23;879.0798;23242.1865
43695;Southeast;North America;US;CARGO TRANSPORT 5;24;1230.4094;44344.8265
43696;Southeast;North America;US;CARGO TRANSPORT 5;1;486.7066;472.3108
43697;Canada;North America;CA;XRQ - TRUCK GROUND;1;2171.2942;3953.9884
43698;France;Europe;FR;XRQ - TRUCK GROUND;1;1912.1544;3756.989
43699;Northwest;North America;US;XRQ - TRUCK GROUND;1;1912.1544;3756.989
43700;Southwest;North America;US;XRQ - TRUCK GROUND;1;486.7066;772.5036
43701;Australia;Pacific;AU;XRQ - TRUCK GROUND;1;1912.1544;3756.989
43702;Southwest;North America;US;XRQ - TRUCK GROUND;1;2171.2942;3953.9884
43703;Australia;Pacific;AU;XRQ - TRUCK GROUND;1;2171.2942;3953.9884
43704;Australia;Pacific;AU;XRQ - TRUCK GROUND;1;1898.0944;3729.364
43705;Australia;Pacific;AU;XRQ - TRUCK GROUND;1;1912.1544;3756.989
43706;Southwest;North America;US;XRQ - TRUCK GROUND;1;2171.2942;3953.9884
43707;Southwest;North America;US;XRQ - TRUCK GROUND;1;2171.2942;3953.9884
43708;United Kingdom;Europe;GB;XRQ - TRUCK GROUND;1;486.7066;772.5036
43709;Australia;Pacific;AU;XRQ - TRUCK GROUND;1;2171.2942;3953.9884
43710;Australia;Pacific;AU;XRQ - TRUCK GROUND;1;2171.2942;3953.9884
43711;Northwest;North America;US;XRQ - TRUCK GROUND;1;2171.2942;3953.9884
43712;Germany;Europe;DE;XRQ - TRUCK GROUND;1;2171.2942;3953.9884
43713;Southwest;North America;US;XRQ - TRUCK GROUND;1;2171.2942;3953.9884
43714;United Kingdom;Europe;GB;XRQ - TRUCK GROUND;1;2171.2942;3953.9884
43715;Australia;Pacific;AU;XRQ - TRUCK GROUND;1;2171.2942;3953.9884
43716;Australia;Pacific;AU;XRQ - TRUCK GROUND;1;2171.2942;3953.9884
43717;Australia;Pacific;AU;XRQ - TRUCK GROUND;1;486.7066;772.5036
43718;Northwest;North America;US;XRQ - TRUCK GROUND;1;2171.2942;3953.9884
43719;Southwest;North America;US;XRQ - TRUCK GROUND;1;2171.2942;3953.9884
43720;Germany;Europe;DE;XRQ - TRUCK GROUND;1;2171.2942;3953.9884
43721;United Kingdom;Europe;GB;XRQ - TRUCK GROUND;1;2171.2942;3953.9884
43722;United Kingdom;Europe;GB;XRQ - TRUCK GROUND;1;2171.2942;3953.9884
43723;Northwest;North America;US;XRQ - TRUCK GROUND;1;486.7066;772.5036
43724;Australia;Pacific;AU;XRQ - TRUCK GROUND;1;2171.2942;3953.9884
43725;Germany;Europe;DE;XRQ - TRUCK GROUND;1;2171.2942;3953.9884
43726;Southwest;North America;US;XRQ - TRUCK GROUND;1;486.7066;772.5036
43727;Australia;Pacific;AU;XRQ - TRUCK GROUND;1;2171.2942;3953.9884
43728;Southwest;North America;US;XRQ - TRUCK GROUND;1;2171.2942;3953.9884
43729;United Kingdom;Europe;GB;XRQ - TRUCK GROUND;1;1912.1544;3756.989
43730;Southwest;North America;US;XRQ - TRUCK GROUND;1;1912.1544;3756.989
43731;Australia;Pacific;AU;XRQ - TRUCK GROUND;1;2171.2942;3953.9884
43732;Australia;Pacific;AU;XRQ - TRUCK GROUND;1;1898.0944;3729.364
43733;Northwest;North America;US;XRQ - TRUCK GROUND;1;2171.2942;3953.9884
43734;Northwest;North America;US;XRQ - TRUCK GROUND;1;2171.2942;3953.9884
43735;Australia;Pacific;AU;XRQ - TRUCK GROUND;1;2171.2942;3953.9884
43736;Australia;Pacific;AU;XRQ - TRUCK GROUND;1;1912.1544;3756.989
43737;Germany;Europe;DE;XRQ - TRUCK GROUND;1;2171.2942;3953.9884
43738;France;Europe;FR;XRQ - TRUCK GROUND;1;2171.2942;3953.9884
43739;United Kingdom;Europe;GB;XRQ - TRUCK GROUND;1;2171.2942;3953.9884
43740;Australia;Pacific;AU;XRQ - TRUCK GROUND;1;2171.2942;3953.9884
43741;Northwest;North America;US;XRQ - TRUCK GROUND;1;2171.2942;3953.9884
43742;United Kingdom;Europe;GB;XRQ - TRUCK GROUND;1;2171.2942;3953.9884
43743;Australia;Pacific;AU;XRQ - TRUCK GROUND;1;1912.1544;3756.989
43744;Australia;Pacific;AU;XRQ - TRUCK GROUND;1;2171.2942;3953.9884
43745;Australia;Pacific;AU;XRQ - TRUCK GROUND;1;2171.2942;3953.9884
43746;Australia;Pacific;AU;XRQ - TRUCK GROUND;1;2171.2942;3953.9884
43747;Southwest;North America;US;XRQ - TRUCK GROUND;1;2171.2942;3953.9884
43748;Northwest;North America;US;XRQ - TRUCK GROUND;1;2171.2942;3953.9884
43749;Northwest;North America;US;XRQ - TRUCK GROUND;1;2171.2942;3953.9884
43750;France;Europe;FR;XRQ - TRUCK GROUND;1;2171.2942;3953.9884
43751;France;Europe;FR;XRQ - TRUCK GROUND;1;2171.2942;3953.9884
43752;Germany;Europe;DE;XRQ - TRUCK GROUND;1;2171.2942;3953.9884
43753;Australia;Pacific;AU;XRQ - TRUCK GROUND;1;2171.2942;3953.9884
43754;Northwest;North America;US;XRQ - TRUCK GROUND;1;2171.2942;3953.9884
43755;Southwest;North America;US;XRQ - TRUCK GROUND;1;2171.2942;3953.9884
43756;United Kingdom;Europe;GB;XRQ - TRUCK GROUND;1;486.7066;772.5036
43757;Australia;Pacific;AU;XRQ - TRUCK GROUND;1;1898.0944;3729.364
43758;Southwest;North America;US;XRQ - TRUCK GROUND;1;2171.2942;3953.9884
43759;Germany;Europe;DE;XRQ - TRUCK GROUND;1;2171.2942;3953.9884
43760;Australia;Pacific;AU;XRQ - TRUCK GROUND;1;2171.2942;3953.9884
43761;Australia;Pacific;AU;XRQ - TRUCK GROUND;1;2171.2942;3953.9884
43762;Southwest;North America;US;XRQ - TRUCK GROUND;1;2171.2942;3953.9884
43763;Australia;Pacific;AU;XRQ - TRUCK GROUND;1;2171.2942;3953.9884
43764;Australia;Pacific;AU;XRQ - TRUCK GROUND;1;2171.2942;3953.9884
43765;Australia;Pacific;AU;XRQ - TRUCK GROUND;1;1912.1544;3756.989
43766;Australia;Pacific;AU;XRQ - TRUCK GROUND;1;2171.2942;3953.9884
43767;Australia;Pacific;AU;XRQ - TRUCK GROUND;1;1898.0944;3729.364
43768;Northwest;North America;US;XRQ - TRUCK GROUND;1;2171.2942;3953.9884
43769;Canada;North America;CA;XRQ - TRUCK GROUND;1;2171.2942;3953.9884
43770;Northwest;North America;US;XRQ - TRUCK GROUND;1;2171.2942;3953.9884
43771;Southwest;North America;US;XRQ - TRUCK GROUND;1;486.7066;772.5036
43772;Australia;Pacific;AU;XRQ - TRUCK GROUND;1;2171.2942;3953.9884
43773;Australia;Pacific;AU;XRQ - TRUCK GROUND;1;2171.2942;3953.9884
43774;Australia;Pacific;AU;XRQ - TRUCK GROUND;1;2171.2942;3953.9884
43775;Australia;Pacific;AU;XRQ - TRUCK GROUND;1;1912.1544;3756.989
43776;Germany;Europe;DE;XRQ - TRUCK GROUND;1;2171.2942;3953.9884
43777;Australia;Pacific;AU;XRQ - TRUCK GROUND;1;2171.2942;3953.9884
43778;Australia;Pacific;AU;XRQ - TRUCK GROUND;1;1912.1544;3756.989
43779;Australia;Pacific;AU;XRQ - TRUCK GROUND;1;486.7066;772.5036
43780;France;Europe;FR;XRQ - TRUCK GROUND;1;2171.2942;3953.9884
43781;Australia;Pacific;AU;XRQ - TRUCK GROUND;1;2171.2942;3953.9884
43782;Australia;Pacific;AU;XRQ - TRUCK GROUND;1;2171.2942;3953.9884
43783;Australia;Pacific;AU;XRQ - TRUCK GROUND;1;2171.2942;3953.9884
43784;Southwest;North America;US;XRQ - TRUCK GROUND;1;2171.2942;3953.9884
43785;France;Europe;FR;XRQ - TRUCK GROUND;1;2171.2942;3953.9884
43786;France;Europe;FR;XRQ - TRUCK GROUND;1;2171.2942;3953.9884
43787;Germany;Europe;DE;XRQ - TRUCK GROUND;1;1912.1544;3756.989
43788;United Kingdom;Europe;GB;XRQ - TRUCK GROUND;1;1898.0944;3729.364
43789;Northwest;North America;US;XRQ - TRUCK GROUND;1;1898.0944;3729.364
43790;Northwest;North America;US;XRQ - TRUCK GROUND;1;1912.1544;3756.989
43791;Australia;Pacific;AU;XRQ - TRUCK GROUND;1;2171.2942;3953.9884
43792;Australia;Pacific;AU;XRQ - TRUCK GROUND;1;2171.2942;3953.9884
43793;Australia;Pacific;AU;XRQ - TRUCK GROUND;1;1912.1544;3756.989
43794;Australia;Pacific;AU;XRQ - TRUCK GROUND;1;1912.1544;3756.989
43795;Southwest;North America;US;XRQ - TRUCK GROUND;1;2171.2942;3953.9884
43796;France;Europe;FR;XRQ - TRUCK GROUND;1;486.7066;772.5036
43797;Australia;Pacific;AU;XRQ - TRUCK GROUND;1;2171.2942;3953.9884
43798;Australia;Pacific;AU;XRQ - TRUCK GROUND;1;2171.2942;3953.9884
43799;Australia;Pacific;AU;XRQ - TRUCK GROUND;1;2171.2942;3953.9884
43800;Canada;North America;CA;XRQ - TRUCK GROUND;1;2171.2942;3953.9884
43801;United Kingdom;Europe;GB;XRQ - TRUCK GROUND;1;2171.2942;3953.9884
43802;France;Europe;FR;XRQ - TRUCK GROUND;1;2171.2942;3953.9884
43803;Canada;North America;CA;XRQ - TRUCK GROUND;1;2171.2942;3953.9884
43804;United Kingdom;Europe;GB;XRQ - TRUCK GROUND;1;2171.2942;3953.9884
43805;Northwest;North America;US;XRQ - TRUCK GROUND;1;486.7066;772.5036
43806;Australia;Pacific;AU;XRQ - TRUCK GROUND;1;2171.2942;3953.9884
43807;France;Europe;FR;XRQ - TRUCK GROUND;1;2171.2942;3953.9884
43808;Germany;Europe;DE;XRQ - TRUCK GROUND;1;2171.2942;3953.9884
43809;Australia;Pacific;AU;XRQ - TRUCK GROUND;1;2171.2942;3953.9884
43810;Australia;Pacific;AU;XRQ - TRUCK GROUND;1;1912.1544;3756.989
43811;Australia;Pacific;AU;XRQ - TRUCK GROUND;1;1912.1544;3756.989
43812;Southwest;North America;US;XRQ - TRUCK GROUND;1;2171.2942;3953.9884
43813;France;Europe;FR;XRQ - TRUCK GROUND;1;1898.0944;3729.364
43814;Northwest;North America;US;XRQ - TRUCK GROUND;1;1898.0944;3729.364
43815;Australia;Pacific;AU;XRQ - TRUCK GROUND;1;2171.2942;3953.9884
43816;Australia;Pacific;AU;XRQ - TRUCK GROUND;1;2171.2942;3953.9884
43817;Australia;Pacific;AU;XRQ - TRUCK GROUND;1;2171.2942;3953.9884
43818;Australia;Pacific;AU;XRQ - TRUCK GROUND;1;2171.2942;3953.9884
43819;Australia;Pacific;AU;XRQ - TRUCK GROUND;1;1912.1544;3756.989
43820;Southwest;North America;US;XRQ - TRUCK GROUND;1;2171.2942;3953.9884
43821;Southwest;North America;US;XRQ - TRUCK GROUND;1;2171.2942;3953.9884
43822;Southwest;North America;US;XRQ - TRUCK GROUND;1;2171.2942;3953.9884
43823;United Kingdom;Europe;GB;XRQ - TRUCK GROUND;1;486.7066;772.5036
43824;Northwest;North America;US;XRQ - TRUCK GROUND;1;486.7066;772.5036
43825;Australia;Pacific;AU;XRQ - TRUCK GROUND;1;2171.2942;3953.9884
43826;Australia;Pacific;AU;XRQ - TRUCK GROUND;1;1898.0944;3729.364
43827;Australia;Pacific;AU;XRQ - TRUCK GROUND;1;486.7066;772.5036
43828;Northwest;North America;US;XRQ - TRUCK GROUND;1;2171.2942;3953.9884
